show_id,type,title,country,release_year,rating,listed_in,description,country_1,country_2,country_3,country_4,country_5,country_count,listed_in_1,listed_in_2,listed_in_3,listed_in_4,typeyears
s969,Movie,Smile Please,India,2019,13+,"Drama, International","Nandini Joshi, once an extremely successful photographer, has fallen prey to dementia. Her already unstable relationship with her daughter Nupur, who stays with Nandini’s ex-husband Shishir, has deteriorated over the years. When Viraj, a young graphic designer arrives on the scene, he is determined to mend the situation and help Nandini rediscover a sense of meaning in her life.",India,,,,,1,Drama,International,,,Movie2019
s976,Movie,Sleepwalker,United States,2017,18+,"Drama, Suspense","Troubled by bouts of sleepwalking and nightmares, graduate student Sarah Foster goes to her university's sleep research center for help. When she wakes up after her first night of being monitored, the world she lives in seems to have changed in subtle, Twilight-Zone-esque ways. With the help of sleep researcher Scott White, she tries to work her way back to the reality she started in.",United States,,,,,1,Drama,Suspense,,,Movie2017
s984,Movie,Sketchy Behaviour,India,2019,PG-13,"Arts, Entertainment, and Culture","Sketchy Behaviour is an absurd sketch comedy show filmed live in Mumbai. Described as hilarious, complex, stupid, irritating(and ‘sardonic’ by one lady in Goa) the show is familiar, bizarre and hysterically funny. Featuring six very silly live sketches, stitched together by a much sillier story and bookended by an extremely silly opening and closing, Sketchy Behaviour is truly a work of something.",India,,,,,1,Arts,Entertainment and Culture,,,Movie2019
s985,TV Show,Six Dreams,Spain,2018,16+,"Sports, Unscripted","Six Dreams is an exclusive and unprecedented insight into the Spanish first division of football. Follow six people during league season 2017-18: Three players, one coach, one sports director and a club president. Their stories offer an inside look at the daily difficulties, victories and challenges of professional football at the highest level.",Spain,,,,,1,Sports,Unscripted,,,TV Show2018
s988,Movie,Sita,India,2019,13+,"Drama, International","Sita is a materialistic woman who only cares about materialistic gains and nothing else. MLA Basava Raju lusts for her and wants her to give him what she promised him for helping her. The villain of their tale is Ram, a man who’s way too innocent for his own good. How does Ram help Sita out of the fix she’s in forms the crux of the story.",India,,,,,1,Drama,International,,,Movie2019
s1035,Movie,Sharknado 4: The 4th Awakens,United States,2016,13+,"Action, Horror, Science Fiction","Five years after the wave of sharknados that wracked the east coast, our heroes are living a quiet life in the middle of the country – as far away from sharks as possible. But when a freak sand sharknado hits Vegas, Fin is thrown back into action, fighting sharknados on a cross-country race to save his family and the world – as all mankind should know by now, there is no escaping...",United States,,,,,1,Action,Horror,Science Fiction,,Movie2016
s1040,Movie,Shakuntala Devi,India,2020,13+,Drama,"The extraordinary story of Shakuntala Devi, the world-renowned mathematician who lived her life on her own terms. While the film pays tribute to her genius as a mathematician, it also humanizes her as a woman and mother, in trying to capture her indomitable spirit. Told through the lens of her relationship with her daughter Anu, the film highlights their very different struggles and aspirations.",India,,,,,1,Drama,,,,Movie2020
s1045,Movie,Shadow Company,Canada,2007,13+,Documentary,"Twenty thousand private soldiers operate in Iraq. Who are these people? What do they do and why do they do it? This documentary is a groundbreaking investigation into the secretive world of modern mercenaries. It follows one British contractor on his tour of duty, contrasting his experiences in Iraq with previous operations. This is the definitive film on the changing face of modern war.",Canada,,,,,1,Documentary,,,,Movie2007
s1047,Movie,Shaadi Mubarak,India,2021,ALL,"Comedy, Drama","Madhav, an introverted software employee who gets compelled to meet 3 brides of alliances arranged by a marriage bureau run by Jayamma. Bhanumati, daughter of Jayamma, a happy, go-lucky girl had to accompany Madhav in meeting his set alliances. In the journey, they find love in each other, yet, they don't express it. The story takes new turns with each alliance they meet.",India,,,,,1,Comedy,Drama,,,Movie2021
s1059,Movie,Selah and the Spades,United States,2020,R,Young Adult Audience,"Five factions run the underground life of the prestigious Haldwell boarding school. At the head of the most powerful faction – THE SPADES – sits Selah Summers. Both charming and callous, Selah walks the fine line between being feared and loved, often cutting loose whomever she deems a threat to her power.",United States,,,,,1,Young Adult Audience,,,,Movie2020
s1093,Movie,Savyasachi,India,2018,13+,"Action, Adventure, International",Savyasachi (meaning Ambidextrous) is based on a twin brother who is absorbed by Naga's character in the womb and controls his left hand. Unscientifically called the Vanishing Twin Syndrome.,India,,,,,1,Action,Adventure,International,,Movie2018
s1103,Movie,Same Kind of Different as Me,United States,2017,PG-13,Drama,"From The NY Times bestseller comes an inspirational true story about two men from drastically different backgrounds, who develop a surprising bond that will lead them on the most remarkable journey of their lives and forge an everlasting friendship.",United States,,,,,1,Drama,,,,Movie2017
s1107,Movie,Sakka Podu Podu Raja,India,2017,13+,"Comedy, Drama, International",A happy-go-lucky-guy falls in love with the sister of a ruthless gangster. How does the former convince his lover's brother is the rest of the movie.,India,,,,,1,Comedy,Drama,International,,Movie2017
s1119,Movie,Rustum,India,2019,NR,"Action, International","The story revolves around a super cop who is sincere, brave and deadly. He is on a mission to end nexus of the organ trading mafia across the country and to take revenge for the brutal murder of his close friend.",India,,,,,1,Action,International,,,Movie2019
s1209,Movie,Rangasthalam,India,2018,7+,"Drama, International, Suspense",The story is set in a village called Rangasthalam. Chitti Babu (Ram Charan) happy-go-lucky man who has a hearing disability and he doesn’t let his disability deter him. His brother Kumar Babu (Aadhi Pinisetty) returns from Dubai only to see that nothing in the village has changed. What happens when he decides to go up against the dreaded President garu (Jagapathi Babu) forms the rest of the story.,India,,,,,1,Drama,International,Suspense,,Movie2018
s1228,Movie,Raazi,India,2018,13+,"Drama, International, Suspense","Set in 1971, when the winds of war were blowing between India and Pakistan, Raazi – an adaptation of Harinder Sikka’s novel “Calling Sehmat” – is a true-life story involving a 20 year old Kashmiri girl.",India,,,,,1,Drama,International,Suspense,,Movie2018
s1252,Movie,Professor Shanku O El Dorado,"Brazil, United States, India",2020,13+,"Action, Adventure, Science Fiction","A world of myths, superpowers, and science - and Prof Shanku! Catch India's first science-fiction, with some ""Ray"" magic.",Brazil,United States,India,,,3,Action,Adventure,Science Fiction,,Movie2020
s1253,Movie,Problems,India,2018,13+,"Arts, Entertainment, and Culture","Azeem Banatwalla's second stand-up special is a wickedly dark show that taps into the inner, evil voice in the back of all our heads, and uses it to solve the biggest problems plaguing the country - stupidity, moral policing, racism, indoctrination, overpopulation, Kashmir, the government, and of course, Pigeons. There's also a joke about Salman, if that's what you're into. Nobody's judging you.",India,,,,,1,Arts,Entertainment and Culture,,,Movie2018
s1261,TV Show,Prime Rewind: Inside The Boys,United States,2020,18+,Talk Show and Variety,"""The Boys"" Official After Show, hosted by Aisha Tyler and featuring the creators and cast from the series, including Karl Urban (Butcher), Jack Quaid (Hughie), Antony Starr (Homelander), Erin Moriarty (Starlight), Laz Alonso (Mother's Milk), Tomer Capon (Frenchie), Karen Fukuhara (Kimiko), and showrunner Eric Kripke.",United States,,,,,1,Talk Show and Variety,,,,TV Show2020
s1275,Movie,Powder Blue,United States,2009,R,"Drama, Suspense","On the gritty streets of LA, the destinies of four people desperate for connection and redemption are about to collide. Jessica Biel, Ray Liotta, Forest Whitaker and Eddie Redmayne lead a top-notch cast in this powerful thriller about an overwhelmed erotic dancer, a grieving husband who has lost his will to live, a terminally ill ex-con and a pathologically shy mortician.",United States,,,,,1,Drama,Suspense,,,Movie2009
s1331,Movie,Pink Heat,United States,2017,16+,"Action, Suspense","For her birthday this year, Elizabeth has been given two pink pistols and a reason to use them when a gang of vicious criminals murders her grandfather in cold blood. Packing her trusted pink heat, Elizabeth sets out to avenge her family, leaving a trail of bullet-riddled bodies in her wake.",United States,,,,,1,Action,Suspense,,,Movie2017
s1341,Movie,Petromax,India,2019,NR,"Horror, International","When an ancestral house comes up for sale, rumor crops up that it's haunted. Unwilling to settle for a distressed sale, an arrangement is made for four members to stay at the house and prove that there are no ghosts inside.",India,,,,,1,Horror,International,,,Movie2019
s1365,TV Show,Patriot,United States,2018,18+,"Drama, Suspense","John must make a choice at the train platform – be free from his obligations and adversaries by letting Agathe take the money or pursue her, at great risk to himself, in an effort to protect his brother, father, and country. Meanwhile, his father presents a perilous way out of it all: find and assassinate Cantar Walley in Paris.",United States,,,,,1,Drama,Suspense,,,TV Show2018
s1372,Movie,Pass Over,United States,2018,18+,Drama,"Academy Award nominee and Honorary Oscar winning Spike Lee captures the poetry, humor and humanity of this urgent and timely play about two young black men talking shit, passing the time, and dreaming of the promised land. A provocative riff on Waiting for Godot, PASS OVER by newcomer Antoinette Nwandu.",United States,,,,,1,Drama,,,,Movie2018
